"id","symbol","return_2018","return_2019"
"133","MSCI",0.149094008621037,0.775575692333726
"134","PSA",0.00621960673074207,0.0896269649217778
"135","AFL",0.011292094128323,0.191827783640414
"136","ES",0.0640852896950301,0.344891335289664
"137","VLO",-0.157307303004462,0.302679503851961
"138","INFO",0.0624584334089333,0.570773252715226
"139","GM",-0.150564050093144,0.14018347677297
"140","TROW",-0.0974935264283519,0.356096436110543
"141","ED",-0.0662109647220666,0.22543184538169
"142","VRSK",0.135833471946355,0.379175393244144
"143","YUM",0.146064558938524,0.114145080062001
"144","CLX",0.0655353966170598,0.0223016729724017
"145","TRV",-0.0964453570554874,0.170043684325708
"146","APH",-0.0682411819087937,0.349073508319291
"147","PEG",0.0467578762650398,0.170897719496188
"148","MSI",0.296386087719964,0.421910891699169
"149","IQV",0.186618954308091,0.330033551347741
"150","AZO",0.178486628466808,0.42103444978418
"151","KLAC",-0.124895087743286,1.03987736608241
"152","PRU",-0.264623042296545,0.201045161790059
"153","CMI",-0.271777311321203,0.391242155848424
"154","ZBH",-0.133041297419149,0.453743814840993
"155","IDXX",0.1895382916761,0.403773784458149
"156","ALXN",-0.185885071858352,0.110825810283219
"157","MNST",-0.222309998067467,0.291141765722435
"158","SLB",-0.446589117999419,0.177286256126875
"159","SNPS",-0.011731581692435,0.6524216560404
"160","MAR",-0.190474325936189,0.414885998680623
"161","CMG",0.493928002262492,0.938696976659319
"162","ANSS",-0.0315061598077421,0.800825523984532
"163","HPQ",-0.00204666337504633,0.0387592588104588
"164","RMD",0.363816344950776,0.378460118871644
"165","JCI",-0.198496190910469,0.40906063299385
"166","AVB",0.0100018603953915,0.240969484078081
"167","MCK",-0.302025988496813,0.270750763132557
"168","AWK",0.0131861965611992,0.377926509322571
"169","TWTR",0.197001249479383,0.115170459290188
"170","CDNS",0.0396939263510281,0.595216214351426
"171","EQR",0.0707911876114089,0.261655889105344
"172","ROK",-0.217880222013678,0.378485763423231
"173","BLL",0.226480270557225,0.418326793220518
"174","VRSN",0.295788102135825,0.299345890453984
"175","PAYX",-0.0107909195081097,0.345263386013408
"176","STT",-0.379787876449258,0.306597743936767
"177","CERN",-0.221842954892188,0.410155860952749
"178","XLNX",0.288219103759166,0.16397222584416
"179","MPC",-0.0823338027227589,0.0605000079114051
"180","FAST",-0.0160749807859725,0.459761629749802
"181","HLT",-0.0939941984073847,0.554805957202988
"182","EIX",-0.0665105286813205,0.376079229708094
"183","PH",-0.239954705413598,0.40752089060548
"184","MCHP",-0.167067696622417,0.480257595071517
"185","HSY",-0.080881859203914,0.40881109088814
"186","DTE",0.0510570994287853,0.213845852339181
"187","ADM",0.0527586711331129,0.171025965477805
"188","MKC",0.341303499507271,0.241694406292032
"189","ETR",0.106030848814544,0.44309375540842
"190","F",-0.339406333706627,0.296397314058521
"191","DLTR",-0.158326328549554,0.0412976417183348
"192","ARE",-0.0897426257292671,0.440404673484236
"193","VFC",-0.0118811291970876,0.517589472959704
"194","AME",-0.0589255345389899,0.482686456284194
"195","FTV",-0.0614421150793701,0.133274353814151
"196","KHC",-0.422481463750642,-0.21201929503049
"197","INCY",-0.328581980029374,0.373171882371442
"198","CHD",0.332281417365396,0.0836203413661589
"199","CTAS",0.0903558367845425,0.617327868173756
"200","O",0.159427410064779,0.212681297299867
"201","MKTX",0.0563325250357605,0.806624359621207
"202","EFX",-0.199584435924459,0.523113223087436
"203","SWKS",-0.283024731169865,0.841032413632555
"204","BBY",-0.254777314812658,0.720711771812147
"205","CTXS",0.16807345125915,0.0976359387401737
"206","MTD",-0.0870674090564499,0.402595574730145
"207","FRC",0.0106955625051555,0.361582369386872
"208","APTV",-0.267049562647894,0.558895100028628
"209","TSN",-0.328228737214262,0.746475180056859
"210","CAG",-0.419859952094045,0.654990008084673
"211","CMS",0.0155406557196756,0.308210800641665
"212","CPRT",0.106274603062621,0.90330690463179
"213","NTRS",-0.146805136619909,0.305857943990246
"214","ESS",0.0482738087769099,0.259202238803855
"215","AKAM",-0.0608855925448095,0.414210775566118
"216","GLW",-0.0328397143365357,-0.0102392757799085
"217","SWK",-0.281332501872483,0.412606285574294
"218","DHI",-0.31264045796783,0.542899509521007
"219","LH",-0.207823929779447,0.338793895704385
"220","LVS",-0.216184441637397,0.395394767981004
"221","TFX",0.0444769348760679,0.462575313807539
"222","FTNT",0.612039405173711,0.515831350276871
"223","AJG",0.19186196434112,0.317850846250948
"224","VMC",-0.239640797680174,0.475196984996215
"225","LUV",-0.302091289629853,0.181747332306102
"226","COO",0.168361102446027,0.262692039311105
"227","MXIM",0.00193357157186691,0.252466874155157
"228","LYB",-0.216943773313956,0.19406789621427
"229","TTWO",-0.0623064042840809,0.189333569276597
"230","LEN",-0.379091620271836,0.429575949827456
"231","OXY",-0.13048929156037,-0.282831362646661
"232","MTB",-0.145839154328029,0.216507409283547
"233","PXD",-0.237698745812595,0.160774601685165
"234","CAH",-0.239264756600548,0.180421059638597
"235","TIF",-0.209504689868076,0.697925769502646
"236","HOLX",-0.0385965380116959,0.270316339188143
"237","LDOS",-0.167161917174619,0.888230608786002
"238","WY",-0.354629844727778,0.455726877824001
"239","DOV",-0.110107808666948,0.657972505649917
"240","IP",-0.277213661586894,0.19468877502871
"241","DAL",-0.0866090606188684,0.203763237185754
"242","SJM",-0.22576961192081,0.148951680502009
"243","ABC",-0.175695842811236,0.16480697968447
"244","DFS",-0.217987776004334,0.469376037889388
"245","HRL",0.137772633629366,0.0895202572629952
"246","BXP",-0.108582785551997,0.260869645989314
"247","HIG",-0.192393748139739,0.397149061416826
"248","FITB",-0.262402768622281,0.373627601245828
"249","NUE",-0.163609259866021,0.118409092276012
"250","ZBRA",0.534007624257968,0.604220363102942
"251","ULTA",0.0946972709523872,0.0338997023999297
"252","PEAK",0.136887950783848,0.291564052004389
"253","XYL",-0.0369352215660654,0.1995856184622
"254","TSCO",0.133444297257274,0.135311221432831
"255","HPE",-0.0562123557704689,0.237367056725093
"256","DRE",-0.0797990106504597,0.384658241404854
"257","ATO",0.103949901357423,0.231379387539293
"258","OKE",0.0626966339834485,0.477615309542277
"259","HES",-0.131439729861225,0.677103757058106
"260","KMX",-0.0218306107202844,0.397576885062968
"261","GWW",0.216861541956534,0.222488888535751
"262","MLM",-0.215455960260421,0.641784221952223
"263","STE",0.236580864968915,0.44088631115582
"264","WAT",-0.0235002223355223,0.238536980817503
"265","FMC",-0.208359039426209,0.586120319919923
"266","WDC",-0.519028951702339,0.771419225168938
"267","CXO",-0.321708638518782,-0.140568429434392
"268","GRMN",0.0275965083095517,0.593755009072772
"269","ANET",-0.105611702134208,-0.0346464314377755
"270","LNT",0.0236975153866863,0.334262336075775
"271","MAS",-0.326964261800563,0.662713932726448
"272","IEX",-0.031599813411038,0.379447518206166
"273","VTR",0.0344511090854898,0.0342496009407227
"274","EXR",-0.00876974301096889,0.218461542259636
"275","GPC",-0.028308819528285,0.150666860874415
"276","J",-0.105768754334493,0.549918329695272
"277","QRVO",-0.0881381107548983,0.913881162522641
"278","KEY",-0.304853197818542,0.443537534222502
"279","VAR",0.0194331620434878,0.253287419526739
"280","IT",0.0380835885004696,0.20541310092031
"281","RF",-0.205857774827515,0.333483302982021
"282","CTL",0.019953537042132,-0.0522410544926208
"283","WAB",-0.132585752553564,0.114629210067007
"284","CHRW",-0.0363014709227348,-0.0470928392394737
"285","IR",-0.352997959969303,0.928033397650592
"286","CE",-0.143059393158907,0.398518269121215
"287","NTAP",0.096687160822468,0.0743187904247344
"288","EXPE",-0.0496109205545417,-0.0289927844067235
"289","CFG",-0.274350261967993,0.418363407969301
"290","CINF",0.0625429245075506,0.388722522753951
"291","BKR",-0.304258481707058,0.23014169603446
"292","PFG",-0.349619002738591,0.297132308062473
"293","NI",-0.0547388391118038,0.147338450913407
"294","AVY",-0.202752616699026,0.485442600198901
"295","XRAY",-0.429959775127851,0.531432512694742
"296","ETFC",-0.112171374211001,0.0469950064121036
"297","ALLE",0.011751285938473,0.578897400862258
"298","HAL",-0.478999252690797,-0.0389338630155106
"299","URI",-0.403583290010278,0.626548382195927
"300","HBAN",-0.22782293956044,0.341291186667352
"301","DRI",0.0688804954071416,0.122907240171895
"302","CPB",-0.2911953522605,0.551927732533965
"303","MYL",-0.352398975362823,-0.266423357664234
"304","AES",0.390205777072229,0.421467742754706
"305","LW",0.318109936816698,0.182665822168931
"306","NRG",0.395895414514591,0.0068844812697999
"307","AAP",0.582168349921525,0.0187004015282648
"308","EMN",-0.190986774966316,0.120067959268939
"309","COG",-0.236558216783217,-0.202635653269709
"310","PNW",0.0357620145700535,0.0906100370740914
"311","CNP",0.0369951695424695,0.0061075106553623
"312","L",-0.0855511441408284,0.158941723838605
"313","FFIV",0.234796507889068,-0.138122601605398
"314","UHS",0.0316209931126741,0.236206801660389
"315","HST",-0.124156513692183,0.154061595554078
"316","GL",-0.172306472990597,0.42340624961665
"317","HSIC",0.123640518449896,0.0833928127669916
"318","WRK",-0.38348829205608,0.192945150957964
"319","RJF",-0.156500351831891,0.227956480932669
"320","MGM",-0.291932593349284,0.407219326996405
"321","JNPR",-0.0308566206019175,-0.0565902896431151
"322","RCL",-0.161345919012086,0.3994206195003
"323","PHM",-0.207622787178854,0.513269591289935
"324","FANG",-0.263484746806364,0.00916678800392567
"325","DVA",-0.287750878892734,0.458025659891676
"326","SNA",-0.14864617560665,0.195358790866777
"327","REG",-0.120027769300261,0.114297442819305
"328","DISCK",0.0902220122815303,0.32105719237435
"329","WHR",-0.344976588006884,0.428343784544011
"330","LNC",-0.319787071176731,0.179537478192631
"331","IRM",-0.0797445805811685,0.0586983572850861
"332","RE",0.00725015749101621,0.301665628094158
"333","VNO",-0.266992747505756,0.16042668592591
"334","AIZ",-0.0917944496779263,0.497818185946025
"335","IPG",0.0607030924091805,0.169558280029922
"336","ALB",-0.388894111733511,-0.0328390240104182
"337","DISH",-0.477068083769633,0.420504702463144
"338","LYV",0.156918017383134,0.451167532994924
"339","AOS",-0.293487241038412,0.136489326978182
"340","PNR",-0.184782579247509,0.236806619706869
"341","CF",0.0513207386759669,0.127284275715803
"342","ROL",0.182290918203142,-0.070714294709506
"343","CCL",-0.233999932526481,0.0736859576605229
"344","BWA",-0.309749688026705,0.271337736169621
"345","UAL",0.242284874116176,0.0520720511618757
"346","AIV",0.0414142050678967,0.214452930701224
"347","FRT",-0.14718315107572,0.136562214303319
"348","PBCT",-0.197690598124848,0.221268384291235
"349","ZION",-0.182544454302966,0.309978273935787
"350","RHI",0.0482313053945367,0.12756054156412
"351","BEN",-0.349323639541951,-0.0785210710096345
"352","PWR",-0.229348987640562,0.358414554262963
"353","HFC",-0.0367827013513725,0.027850013188141
"354","NWL",-0.375277486016277,0.0942770981214798
"355","MRO",-0.169021795629061,-0.0347202867463612
"356","APA",-0.406944613762562,0.022013875346018
"357","DVN",-0.450876518676758,0.168103277976207
"358","LEG",-0.222504114531694,0.47130218384143
"359","DXC",-0.346242171594408,-0.279018131973869
"360","KIM",-0.132609253633671,0.497456450870685
"361","TPR",-0.213963320386323,-0.159723880953518
"362","AAL",-0.376890632087837,-0.0957193801268361
"363","MOS",0.142977681470283,-0.252796051110793
"364","NWSA",-0.289931874552331,0.264240384024966
"365","RL",0.0181659526377413,0.160690209296582
"366","UNM",-0.452204169656173,0.0263006631731972
"367","ALK",-0.155488261264743,0.137815947763656
"368","HBI",-0.380426486765152,0.229017178065575
"369","DISCA",0.10545134519443,0.323363055780113
"370","FLS",-0.123863301118839,0.348355153008645
"371","HRB",0.0048508852156337,-0.0354841332687831
"372","PVH",-0.321839350895826,0.133046900600935
"373","HOG",-0.305395836447624,0.136155702663537
"374","NCLH",-0.203943680751174,0.377919353100244
"375","KSS",0.266523620289414,-0.192243589539129
"376","LB",-0.543144745611874,-0.251783882011846
"377","CPRI",-0.397617197813865,0.00606550664902472
"378","HP",-0.225832728807467,0.022735143530944
"379","ADS",-0.401753636961159,-0.238215333341348
"380","JWN",0.0113671840834564,-0.0837579961562218
"381","UAA",0.224532224532225,0.222410865874363
"382","UA",0.213963963963964,0.186147186147186
"383","COTY",-0.656776359601977,0.791843351593437
"384","NWS",-0.294658071343931,0.274441840582837
